Price,Bedrooms,Bathrooms,type,address,deposit,available_date,rooms_available,Gas,Electricity,Water,Internet,Fridge,Freezer,Oven,Microwave,Dishwasher,Washing machine,Dryer,Furnished,Double glazing,Separate lounge,Bath,Shower,Alarm,Fire alarm,Garden,Off road parking,Garage,Wifi,Sky/Cable package,Energy performance certificate,Gas safe registered,Electrical safety certificate,NRLA registered
127,2,1,flat,"Thornton Court, Newcastle Upon Tyne, Newcastle, NE14ES",550,25th July 2024,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
115,6,2,house,"Salisbury Gardens, Jesmond Vale, Newcastle, NE21HP",499.67,10th July 2024,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
64.61,4,2,house,"Magnolia Drive, Greenstead, Colchester, CO43LX",200,20th August 2024,4,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
100,1,1,house,"Tunstall Road, Hales Place, Canterbury, CT27BX",250,1st July 2024,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
135,4,1,house,"Heidelberg Road, Southsea, Portsmouth, PO40AS",400,1st September 2024,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
120,4,1,house,"Beatrice Road, Southsea, Portsmouth, PO40JY",400,1st September 2024,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
120,4,1,house,"Harold Road, Southsea, Portsmouth, PO40LS",400,1st September 2024,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
120,4,1,house,"Harold Road, Southsea, Portsmouth, PO40LS",400,1st September 2024,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
120,4,1,house,"Harold road, Southsea, Portsmouth, PO40LS",400,1st September 2024,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
135,4,2,house,"Grayshott Rd, Southsea, Portsmouth, PO48AH",400,1st September 2024,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
120,4,1,house,"St Augustine Road, Southsea, Portsmouth, PO49AA",400,1st September 2024,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
135,4,1,house,"Napier Road, Southsea, Portsmouth, PO52RA",400,1st September 2024,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
120,4,1,house,"Harold road, Southsea, Portsmouth, PO40LS",400,1st September 2024,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
120,4,1,house,"Collingwood Rd, Southsea, Portsmouth, PO52QZ",400,1st September 2024,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
120,4,1,house,"Wisborough Rd, Southsea, Portsmouth, PO52RE",400,1st September 2024,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
109,4,2,house,"Cross Street (INCLUDES BILLS), Ashbourne rd area, Derby, DE223FZ",,7th July 2024,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
115,6,2,house,"Elba Crescent, Port Tennant, Swansea, SA18QQ",498.33,1st July 2024,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
139,5,2,house,"Park road, Mount pleasant, Exeter, EX12HT",500,1st September 2024,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No
148,1,2,house,"Stanmer Villas, Preston Park, Brighton, BN17HN",,19th September 2024,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
148,7,2,house,"Stanmer Villas, Preston Park, Brighton, BN17HN",,19th September 2024,7,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
161,2,1,flat,"74-76, Queens Road, Jesmond, Newcastle, NE22PR",695,26th July 2024,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
130,5,1,house,"Morley Road, Mount Pleasant, Exeter, EX47BD",600,23rd August 2024,5,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No
138,6,3,house,"Swindon Road, St Pauls, Cheltenham, GL519HX",300,12th July 2024,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
138,5,2,house,"Marle Hill Road, Francis Close Hall, Cheltenham, GL504LN",300,12th July 2024,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
149,5,3,house,"Marle Hill Road, Francis Close Hall, Cheltenham, GL504LN",300,12th July 2024,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
149,5,3,house,"Marle Hill Road, Francis Close Hall, Cheltenham, GL504LN",300,12th July 2024,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
138,6,3,house,"Marle Hill Parade, Pittville, Cheltenham, GL504LH",300,12th July 2024,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
149,9,9,house,"Swindon Road, St Pauls, Cheltenham, GL519HZ",300,12th July 2024,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
138,5,2,house,"Marle Hill Road, Francis Close Hall, Cheltenham, GL504LN",300,12th July 2024,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
139,7,3,house,"Arle Gardens, St Marks, Cheltenham, GL518HR",300,16th September 2024,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
129,6,3,house,"Portland Square, City Centre, Cheltenham, GL522HS",300,,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
135,5,2,house,"Fairview Road, City Centre, Cheltenham, GL522EX",300,12th July 2024,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
135,6,2,house,"Marle Hill Parade, Francis Close Hall, Cheltenham, GL504LG",300,1st July 2024,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
138,5,3,house,"Marle Hill Parade, Francis Close Hall, Cheltenham, GL504LG",300,12th July 2024,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
105,3,1,house,"Cecil Street, Darley, Derby, DE223GP",,1st July 2024,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
165,8,4,house,"Birchfields Road, Longsight, Manchester, M130XQ",,1st July 2024,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
99,4,1,house,"Sotherton Road, Eaton, Norwich, NR47DA",430,10th September 2024,4,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
155,4,1,house,"Lucas Avenue, Mount Pleasant, Exeter, EX46LZ",600,30th August 2024,4,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
115,6,3,house,"Albert Edward Road, Kensington, Liverpool, L78RZ",200,2nd July 2024,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes
140,3,1,house,"Lucas Avenue, Mount Pleasant, Exeter, EX46LZ",600,23rd August 2024,3,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
125,4,1,house,"Rectory Gardens, St johns, Worcester, WR25NH",300,13th July 2024,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
109,5,3,house,"Stonyfield Road, , Southampton, PO157RB",,,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
118,4,2,house,"Stonyfield Road, , Southampton, PO157RB",,,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99,4,2,house,"Sibthorp Street, Central, Lincoln, LN57SL",300,1st August 2024,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
99,6,2,house,"West parade, West end, Lincoln, LN11LY",300,1st August 2024,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
99,6,2,house,"Richmond Road, West end, Lincoln, LN11LQ",300,,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
99,4,2,house,"St. Faith's Street, West end, Lincoln, LN11QJ",300,1st August 2024,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
175,2,1,house,"Greenbank Avenue, Greenbank, Plymouth, PL48PS",200,1st September 2024,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
165,2,1,flat,"Cheltenham Place, Mutley, Plymouth, PL47DZ",200,1st September 2024,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No
125,6,3,house,"Albert Place, Pittville, Cheltenham, GL522JX",300,12th July 2024,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
130,6,2,house,"Marle Hill Parade, Francis Close Hall, Cheltenham, GL504LH",300,2nd September 2024,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
120,4,2,house,"King Edward Street, Pennsylvania, Exeter, EX44NY",500,1st September 2024,4,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
150,6,6,house,"Granville Road, Toxteth, Liverpool, L152HR",200,1st July 2024,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes
198,1,1,studio,"N/A, Earlham, Norwich, NR47TJ",,23rd September 2024,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
104,5,2,house,"Fox Lane, Stanmore, Winchester, SO224DY",519.2,16th August 2024,5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
96,8,3,house,"Cardigan Road, Headingley, Leeds, LS63AE",,1st July 2024,8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
107,1,1,house,"Wellington Street, West End, Lincoln, LN11PL",150,2nd August 2024,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
194,1,1,studio,"515, Hockley, Nottingham, NG13RB",,27th August 2024,1,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
144,1,1,studio,"18 Camden Street, City Centre, Plymouth, PL48NW",,1st September 2024,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
140,3,1,house,"Alexandra Road, Mutley, Plymouth, PL47EF",66.33,2nd September 2024,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
144,1,1,studio,"18 Camden Street, City Centre, Plymouth, PL48NW",,1st September 2024,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
89,4,1,house,"Sweetbriar Road, City Centre, Leicester, LE31AP",87.5,2nd September 2024,4,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99,5,1,house,"Kirby Road, City Centre, Leicester, LE36BD",70,31st July 2024,5,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99,8,1,house,"Fosse Road South, City Centre, Leicester, LE30FQ",43.75,30th July 2024,8,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99,6,1,house,"Barclay Street, City Centre, Leicester, LE30JD",58.33,26th July 2024,6,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99,6,1,house,"Daneshill Road, City Centre, Leicester, LE36AL",58.33,12th September 2024,6,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99,6,1,house,"Hinckley Road, City Centre, Leicester, LE30TB",58.33,1st August 2024,6,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
105,5,2,house,"Wavertree, Wavertree, Liverpool, L158HY",250,1st August 2024,5,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
110,4,1,house,"Wavertree, Wavertree, Liverpool, L153HU",250,1st August 2024,4,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
107,6,2,house,"Wavertree, Wavertree, Liverpool, L151HW",250,1st August 2024,6,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
110,5,2,house,"Kensington Fields, Low Hill, Liverpool, L78RJ",250,1st August 2024,5,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
110,5,2,house,"Kensington Fields, Kensington, Liverpool, L78SJ",250,1st August 2024,5,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
89,4,1,house,"Vauxhall Avenue, Hales Place, Canterbury, CT11EU",200,1st July 2024,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
125,5,2,house,"Marle Hill Road, Pittville, Cheltenham, GL504LF",250,5th August 2024,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
120,5,2,house,"Marle Hill Parade, Francis Close Hall, Cheltenham, GL504LG",250,7th August 2024,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
113,6,2,house,"Greenbank avenue, St judes, Plymouth, PL48PU",200,,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
101,4,2,house,"Firecracker Drive, , Southampton, SO316BW",,,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
131,3,2,house,"Stonyfield Road, , Southampton, PO157RB",,,3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
144,2,1,flat,"Morden Street, Denton, Newcastle, NE17RQ",625,15th April 2024,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94,1,5,house,"Tennyson Avenue, Christchurch, Canterbury, CT11ER",185,1st July 2024,1,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
144,6,3,house,"Milverton Road, Victoria Park, Manchester, M145PJ",500,1st July 2024,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
94.13,6,3,house,"Gwydr Crescent, Uplands, Swansea, SA20AD",470.67,1st July 2024,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
106.82,7,2,house,"Bryn Road, Brynmill, Swansea, SA20AP",534.13,1st July 2024,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
156,1,1,flat,"Western Road, City Centre, Leicester, LE30GA",778,,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
156,2,1,flat,"May Road, Elm Grove, Brighton, BN23ED",,,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
88,6,5,house,"Tennyson Avenue, Christchurch, Canterbury, CT11ER",185,1st July 2024,6,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
130,2,1,flat,"Linthorpe Road, Linthorpe Village, Middlesbrough, TS13QY",200,1st September 2024,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes
115,5,1,house,"Garmoyle Road, Wavertree, Liverpool, L155AD",100,1st July 2024,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
115,5,1,house,"ferndale road, Smithdown road, Liverpool, L153JY",100,1st July 2024,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
115,5,1,house,"ferndale road, Smithdown road, Liverpool, L153JY",100,1st July 2024,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
165,6,2,house,"Oxford Road, St Sidwells, Exeter, EX46QU",600,30th August 2024,6,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No
235,5,1,house,"Braxfield Road, New Cross, London, SE42AN",1175,17th September 2024,5,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
104,5,5,flat,"Linthorpe Road, Linthorpe Village, Middlesbrough, TS13QY",200,1st September 2024,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes
115,5,2,house,"Beaumont Place, City centre, Plymouth, PL48EA",250,1st September 2024,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
115,4,1,house,"Napier Road, Southsea, Portsmouth, PO52RA",500,1st September 2024,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No
130,6,2,house,"Denison court, Near university, Nottingham, NG73PH",200,1st September 2024,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No
130,6,2,house,"Denison court, Near university, Nottingham, NG73PH",200,1st September 2024,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
136,6,2,house,"Upper Lewes Road, Hanover, Brighton, BN23FJ",450,3rd August 2024,6,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No
125,2,1,flat,"17 Arundel Gate, City centre, Sheffield, S12PN",200,1st July 2024,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No
110,3,1,flat,"17 Arundel Gate, City centre, Sheffield, S12PN",200,1st July 2024,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No
120,6,6,house,"Stanley St (includes bills), Ashbourne rd area, Derby, DE223GU",,1st July 2024,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No
125,1,4,house,"Comer Road, St Johns, Worcester, WR25HU",175,1st September 2024,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
149.82,5,5,house,"Montgomerie Road, University of Portsmouth, Portsmouth, PO51ED",100,1st September 2024,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
126.58,4,1,house,"Montgomerie Road, University of Portsmouth, Portsmouth, PO51ED",100,1st September 2024,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
120,6,2,house,"St. Georges Road, Ball hill, Coventry, CV12DJ",430,1st July 2024,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes
165,6,6,flat,"Wellingborough Road, Abington, Northampton, NN14EF",400,1st July 2024,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No
237.5,1,1,flat,"Baring Street, Greenbank, Plymouth, PL48NG",200,1st September 2024,1,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No
