,Price,Bedrooms,Bathrooms,type,deposit,rooms_available,Gas,Electricity,Water,Internet,Fridge,Freezer,Oven,Microwave,Dishwasher,Washing machine,Dryer,Furnished,Double glazing,Separate lounge,Bath,Shower,Alarm,Fire alarm,Garden,Off road parking,Garage,Wifi,Sky/Cable package,Energy performance certificate,Gas safe registered,Electrical safety certificate,NRLA registered,month,year,city,postcode,latitude,longitude
3497,205.0,1.0,1.0,studio,,1.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Nottingham,NG1 4EB,52.44003842,-1.9453286699999999
3498,194.0,1.0,1.0,studio,,1.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Nottingham,NG1 3BX,52.43795086,-1.9279665920000002
3499,192.0,1.0,1.0,studio,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Nottingham,NG1 3BX,52.437113175,-1.92063275
3500,84.0,6.0,2.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7RA,52.43933528333333,-1.9465418333333333
3501,90.0,3.0,1.0,house,,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6JX,52.44507923023256,-1.9303631767441862
3502,93.0,5.0,2.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B15 2SL,52.447527433333335,-1.9500982666666669
3503,94.0,3.0,1.0,house,,3.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B17 0PB,52.44036754444444,-1.9413028444444445
3504,100.0,3.0,1.0,house,,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7RA,52.44036754444444,-1.9413028444444445
3505,103.0,6.0,2.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6BY,52.43936072564102,-1.9380443076923075
3506,106.0,2.0,1.0,flat,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6NS,52.4687418,-1.9131456
3507,109.0,6.0,2.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6HQ,52.4544473,-1.9658102
3508,109.0,2.0,1.0,house,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7RJ,52.44139039393939,-1.9265411060606061
3509,112.0,2.0,1.0,flat,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6NL,54.97152,-1.62031
3510,111.0,9.0,4.0,house,,9.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7DW,54.9710372,-1.6151648666666667
3511,115.0,3.0,1.0,house,,3.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B17 0PE,54.9734646,-1.6190852
3512,115.0,3.0,1.0,house,,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6TP,54.98212,-1.6202
3513,115.0,3.0,1.0,house,,3.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6TP,54.98195,-1.60185
3514,130.0,2.0,1.0,house,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6JY,54.99307,-1.6089
3515,130.0,2.0,1.0,flat,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B15 2LW,54.99307,-1.6089
3516,135.0,2.0,1.0,house,,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B17 0ST,54.9754778,-1.6262915
3517,127.0,8.0,8.0,house,300.0,8.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 7DD,54.97742165,-1.60940965
3518,230.0,1.0,1.0,studio,995.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Newcastle,NE1 4XB,54.97383043333334,-1.6189991
3519,121.0,2.0,1.0,flat,525.0,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE1 5JG,54.97383043333334,-1.6189991
3520,276.0,1.0,1.0,flat,1195.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Newcastle,NE1 5SF,55.006867379999996,-1.60446154
3521,270.0,1.0,1.0,studio,1170.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE2 4DT,54.98312,-1.63239
3522,161.0,2.0,2.0,house,695.0,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Newcastle,NE2 1QT,54.98212,-1.6202
3523,161.0,2.0,1.0,flat,697.5,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Newcastle,NE2 3HF,54.98312,-1.63239
3524,161.0,2.0,1.0,flat,697.5,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Newcastle,NE2 3HF,54.98697,-1.59624
3525,185.0,2.0,2.0,house,800.0,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Newcastle,NE4 6BA,50.37594064705882,-4.1307046176470585
3526,173.0,2.0,1.0,flat,750.0,2.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,May,2024, Newcastle,NE1 8SG,50.36885,-4.12258
3527,127.0,3.0,1.0,flat,550.0,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE1 4SG,50.37594064705882,-4.1307046176470585
3528,131.0,3.0,1.0,flat,566.33,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Newcastle,NE1 4SG,50.37594064705882,-4.1307046176470585
3529,115.0,5.0,2.0,flat,499.6,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE3 1QD,52.62596,-1.14029
3530,110.0,6.0,2.0,flat,477.83,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Newcastle,NE2 4ND,54.97735,-1.61491
3531,225.0,3.0,2.0,flat,975.0,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Newcastle,NE2 4DT,54.97735,-1.61491
3532,110.0,7.0,2.0,flat,477.86,7.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE2 4ND,54.97735,-1.61491
3533,146.0,6.0,2.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Newcastle,NE2 1JX,54.97735,-1.61491
3534,185.0,1.0,1.0,studio,800.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Plymouth,PL4 8NH,54.978013225,-1.6143909
3535,173.0,1.0,1.0,house,750.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,April,2024, Plymouth,PL4 0PG,54.97735,-1.61491
3536,196.0,1.0,1.0,studio,850.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,April,2024, Plymouth,PL4 8NH,54.97735,-1.61491
3537,185.0,1.0,1.0,studio,800.0,1.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Plymouth,PL4 8NH,50.7928179,-1.073463
3538,80.0,4.0,1.0,house,300.0,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Leicester,LE2 7GT,52.92794827,-1.5013084300000001
3539,165.0,1.0,1.0,studio,500.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Newcastle,NE1 7RP,52.9257632,-1.49793515
3540,165.0,1.0,1.0,studio,500.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Newcastle,NE1 7RP,52.9228255,-1.4971294
3541,165.0,1.0,1.0,studio,500.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Newcastle,NE1 7RP,52.92652653958333,-1.49922166875
3542,185.0,1.0,1.0,studio,600.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Newcastle,NE1 7RP,52.9250278,-1.4985225
3543,185.0,1.0,1.0,studio,600.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Newcastle,NE1 7RY,52.9257632,-1.49793515
3544,196.0,1.0,1.0,studio,600.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Newcastle,NE1 7RP,52.4761115,-1.9316922
3545,196.0,1.0,1.0,studio,600.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Newcastle,NE1 7RP,50.9233,-1.39237
3546,122.0,4.0,1.0,house,528.67,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,September,2024, Portsmouth,PO4 0EJ,52.96078565714286,-1.150658242857143
3547,113.0,6.0,4.0,house,195.0,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,July,2024, Derby,DE22 3AJ,52.960187760000004,-1.1536224199999998
3548,110.0,3.0,1.0,house,195.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,, Derby,DE22 3GG,52.9622062,-1.150916875
3549,104.0,3.0,1.0,house,195.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,July,2024, Derby,DE22 3EG,51.62316,-3.92329
3550,95.0,4.0,1.0,house,195.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,, Derby,DE22 3GD,52.631304766666666,-1.1357222
3551,95.0,3.0,2.0,house,195.0,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,,, Derby,DE22 3GN,52.43898848604651,-1.9287853139534883
3552,98.0,4.0,2.0,house,195.0,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,,, Derby,DE22 3GG,52.44940106666667,-1.9475942666666668
3553,130.0,1.0,1.0,house,150.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,, Birmingham,B16 9DA,52.43838123333333,-1.936484453846154
3554,98.0,4.0,2.0,house,,4.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Southampton,SO17 2GU,52.44069147755102,-1.933851251020408
3555,190.0,1.0,1.0,studio,,1.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Nottingham,NG1 4EF,52.44142104615384,-1.9332668192307692
3556,132.0,1.0,4.0,house,,12.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Nottingham,NG1 4GL,52.44383844,-1.933412234
3557,125.0,6.0,2.0,flat,,6.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Nottingham,NG1 3HW,52.95050346428572,-1.1759776071428572
3558,112.0,3.0,2.0,house,250.0,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,July,2024, Swansea,SA1 8HH,52.95050346428572,-1.1759776071428572
3559,144.0,1.0,1.0,studio,720.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,September,2024, Leicester,LE1 5TE,52.95050346428572,-1.1759776071428572
3560,109.0,5.0,2.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6BY,53.8062,-1.57401
3561,112.0,3.0,1.0,house,,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B17 0PS,53.8062,-1.57401
3562,115.0,3.0,2.0,house,,3.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6JW,54.97331,-1.5979699
3563,124.0,5.0,5.0,house,,5.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EZ,54.97152,-1.62031
3564,126.0,6.0,1.0,house,,6.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6EX,54.9949049,-1.6059531
3565,127.0,7.0,7.0,house,,7.0,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Birmingham,B29 6BP,54.97644,-1.62097
3566,175.0,1.0,1.0,studio,250.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,August,2024, Nottingham,NG7 2DP,51.28061712857143,1.0629017571428572
3567,195.0,1.0,1.0,studio,250.0,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,July,2024, Nottingham,NG7 2DP,51.296490175,1.081120395
